PMID,Title of the Study,Mediation Method Used,Randomized Exposure,Causal Mediation,Examined Mediator-Outcome Linearity,Examined Exposure-Mediator Interaction,Covariates in Exposure-Mediator Model,Covariates in Exposure-Outcome Model,Covariates in Mediator-Outcome Model,Control for Baseline Mediator,Control for Baseline Outcome,Temporal Ordering Exposure Before Mediator,Temporal Ordering Mediator Before Outcome,Discussed Mediator Assumptions,Sensitivity Analysis to Assumption,Control for Other Post-Exposure Variables
23489399,The role of pretreatment outcome expectancies and cognitive-behavioral skills in symptom improvement in an acute psychiatric setting,Bootstrap mediation,0,1,0,0,0,0,0,0,1,1,0,0,0,0
27267323,Subjective Socioeconomic Status Causes Aggression: A Test of the Theory of Social Deprivation,Sequential mediation analysis,1,1,0,0,0,0,0,0,0,1,1,1,0,0
28287798,A Randomized Clinical Trial Targeting Anxiety Sensitivity for Patients With Suicidal Ideation,Multigroup latent difference score (LDS) approach,1,1,0,0,0,0,0,1,1,1,1,0,0,0
25071670,Well-being in Amyotrophic Lateral Sclerosis: a pilot Experience Sampling Study,Mediation analysis,0,1,0,0,0,1,0,0,0,1,1,0,0,0
27280309,"Depression, Help-Seeking Perceptions, and Perceived Family Functioning among Spanish-Dominant Hispanics and Non-Hispanic Whites",PROCESS program utilizing bootstrap estimations of indirect effects,1,0,0,1,0,1,0,0,0,1,0,0,0,0
27378988,Comparison of Athletes' Proneness to Depressive Symptoms in Individual and Team Sports: Research on Psychological Mediators in Junior Elite Athletes,Path analysis with bootstrapping,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27826274,Learning Climate and Job Performance among Health Workers. A Pilot Study,Multiple Regression,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28729357,Association between maternal childhood trauma and offspring childhood psychopathology: mediation analysis from the ALSPAC cohort,Structural Equation Modelling (SEM),0,1,0,0,1,1,1,0,0,1,1,0,0,1
26950097,Group CBT Versus MBSR for Social Anxiety Disorder: A Randomized Controlled Trial,Hayes's SPSS MEDIATE macro,1,1,0,0,0,0,0,0,1,1,1,0,0,0
29477589,"The role of affective temperaments assessed by the Temperament Evaluation of Memphis, Pisa and San Diego-Autoquestionnaire (TEMPS-A) in the relationship between morningness-eveningness and bipolarity",Mediation analysis,0,1,0,0,1,1,1,0,0,0,0,0,0,0
25528759,The Stress of the Street for Patients With Persecutory Delusions: A Test of the Symptomatic and Psychological Effects of Going Outside Into a Busy Urban Area,Causal mediation approach,1,1,0,0,1,1,1,1,1,1,0,1,0,0
28045285,A Pragmatic Randomized Clinical Trial of Behavioral Activation for Depressed Pregnant Women,Path analysis using multilevel models,1,1,0,0,0,1,1,0,1,1,1,0,0,0
28229495,Adolescent daytime sleepiness as a risk factor for adult crime,PROCESS macro,0,1,0,0,0,1,0,0,0,1,1,0,1,0
25031222,How Cannabis Causes Paranoia: Using the Intravenous Administration of Δ - Tetrahydrocannabinol (THC) to Identify Key Cognitive Mechanisms Leading to Paranoia,Regression methods following the logic of Baron and Kenny,1,1,0,0,0,1,0,0,1,1,1,1,0,0
24239131,Neural Correlates of Impaired Cognitive Control over Working Memory in Schizophrenia,Mediation analysis using the mediation toolbox implemented in SPM,0,1,0,0,0,0,0,0,0,1,1,0,0,0
23181545,"""I'll Have One of Each"": How Separating Rewards Into (Meaningless) Categories Increases Motivation",Mediation analysis,1,1,0,0,0,0,0,0,0,1,1,0,0,0
27799916,Multiple Social Identities Enhance Health Post-Retirement Because They Are a Basis for Giving Social Support,Bias-corrected bootstrapping multiple mediation analyses,0,1,0,0,0,0,0,0,0,0,0,0,1,0
28843915,Effects of Traumatic Experiences on Obsessive-Compulsive and Internalizing Symptoms: The Role of Avoidance and Mindfulness,PROCESS macro,0,0,0,0,0,1,1,0,0,0,0,0,0,0
26098581,Does Aggregate School-Wide Achievement Mediate Fifth Grade Outcomes for Former Early Childhood Education Participants?,Multilevel mediation model,0,1,0,0,1,1,1,0,0,1,1,0,0,0
24220644,Association of Violence With Emergence of Persecutory Delusions in Untreated Schizophrenia,Standardized regression coefficients with bootstrapped standard errors,0,1,0,0,0,1,1,0,0,1,1,0,0,0
25012409,Teasing apart low mindfulness: Differentiating deficits in mindfulness and in psychological flexibility in predicting symptoms of generalized anxiety disorder and depression,Regression-based statistical model proposed by Hayes (2013),0,0,0,0,0,1,0,0,0,0,0,0,0,0
24294875,Teachers' Perceptions of Students' Mathematics Proficiency May Exacerbate Early Gender Gaps in Achievement,Instrumental-variables approach and propensity score matching,0,1,0,0,1,1,1,1,1,0,1,1,0,0
27124379,Writer-Reader Contagion of Inspiration and Related States: Conditional Process Analyses Within a Cross-Classified Writer × Reader Framework,Conditional process analysis,0,1,0,0,0,0,0,0,0,0,0,1,0,0
26785063,Failure at the Top: How Power Undermines Collaborative Performance,Not mentioned,1,1,0,0,0,0,0,0,0,1,1,0,0,0
23815233,Merely Opting Out of a Public Good Is Moralized: An Error Management Approach to Cooperation,Bootstrapping approach to statistical mediation,1,1,0,0,1,1,1,0,0,1,1,1,0,0
26524001,Closing Achievement Gaps With a Utility-Value Intervention: Disentangling Race and Social Class,Moderated mediation analysis,1,1,0,0,0,1,0,0,1,1,1,0,0,0
29595292,Imaginary Alternatives: The Effects of Mental Simulation on Powerless Negotiators,Not mentioned,1,1,0,0,0,0,0,0,0,1,1,0,0,0
